school,salary
UT,72720.24188511122
UT,74746.88624110972
UT,71177.14692876457
UT,73393.62625552423
UT,73834.69058906882
UT,72609.51140930681
UT,74263.24157098641
UT,73915.30976547807
UT,72355.41976079725
UT,73457.9462433846
UT,72387.54246737572
UT,71445.157014607
UT,73173.43654681934
UT,74604.03292379912
UT,71829.39592293845
UT,72147.95711453783
UT,74296.86125126862
UT,72209.54911667806
UT,72812.57346740187
UT,73660.61900832944
UT,71288.66927149183
UT,72346.50770984132
UT,71650.57628683302
UT,73429.78693639926
UT,73512.5957983906
UT,71943.16433424623
UT,73064.72629150609
UT,73636.76988327796
UT,73247.91762892132
UT,72727.70936336755
UT,74315.15297087716
UT,73786.29737156355
UT,73242.93808541879
UT,72351.92764903196
UT,73607.00216407866
UT,74236.06939575267
UT,72969.95005424898
UT,73996.51295824442
UT,73282.00716516639
UT,72216.7945780755
UT,74126.48531365959
UT,71783.63578010912
UT,71879.32919267329
UT,71173.59608969993
UT,74564.87787459069
UT,74105.5706767353
UT,70799.21861444606
UT,72556.87860114734
UT,72320.2873318189
UT,73513.96759272434
UT,72712.78548794342
UT,72775.8375410205
UT,72326.18687813722
UT,73656.23947263787
UT,71973.41929511818
UT,73566.37522865737
UT,73232.22899524136
UT,73778.42218193869
UT,73392.37499258
UT,74440.49638837033
UT,73939.077735492
UT,72601.72097279232
UT,72633.970094462
UT,72844.32875155054
UT,72737.90850648642
UT,73205.89234196865
UT,73966.79553208049
UT,74800.63273582626
UT,72214.93882654449
UT,73248.52217728853
UT,72080.2857692238
UT,72587.41657864298
UT,71900.11305792947
UT,73096.72946130551
UT,72791.14913390462
UT,72085.83075826573
UT,72248.86483847424
UT,73309.54573899691
UT,73826.07799103294
UT,71955.74252884812
UT,73439.79343754103
UT,74404.62880984736
UT,72964.62226374082
UT,73385.35401269385
UT,72232.0596894803
UT,74329.96921301715
UT,74385.46944974457
UT,73756.2376476401
UT,74457.53896620941
UT,74642.0197897235
UT,73426.02900823762
UT,73436.46413993505
UT,72905.53138538254
UT,74378.44065457841
UT,72920.96071800397
UT,73495.21817878078
UT,72753.54668604465
UT,73255.78925263559
UT,73314.64619369555
UT,73623.06749112016
UT,72578.49349117267
UT,71814.25008117699
UT,73961.45638218212
UT,73942.60118595854
UT,72050.23546623552
UT,73241.62112728853
UT,73564.87092915495
UT,71219.95289415825
UT,73158.10589872657
UT,72787.22828205606
UT,72954.95744628164
UT,72223.75123089277
UT,74083.96285803703
UT,74763.24677551915
UT,73966.28631814098
UT,71260.70005968485
UT,74359.15368104525
UT,71634.10463285683
UT,73405.29517067765
UT,71450.68522615705
UT,73662.07485087296
UT,73299.1306798097
UT,74664.41539599931
UT,74031.09887755066
UT,74861.43344525684
UT,72596.47610085066
UT,73851.39339721794
UT,73207.5864848847
UT,74942.9138775055
UT,74660.85642265227
UT,72926.13918423752
UT,72529.75930266605
UT,72086.8980746034
UT,72551.07462705515
UT,72066.52076790883
UT,73608.33361515676
UT,73374.77146066914
UT,73357.39054231525
UT,73452.47006283165
UT,70903.04509697853
UT,76212.81621501182
UT,74857.2229992237
UT,73940.21185666719
UT,73846.3788683985
UT,73846.72318552675
UT,73740.84181873107
UT,72478.1996814589
UT,73037.89528053714
UT,72757.76353306549
UT,70630.91196874542
UT,72463.75466071244
UT,73944.3279784293
UT,72618.38067792053
UT,74293.33327750614
UT,74058.05347858902
UT,73784.40401885324
UT,71876.5887172957
UT,72991.67430504612
UT,75055.21839920536
UT,73247.73553317996
UT,73750.40405111387
UT,73768.10905759336
UT,75434.35490464282
UT,72524.63548330411
UT,72746.02667263178
UT,71613.93262130646
UT,73096.9057233234
UT,71972.48737150349
UT,71681.83759662883
UT,71207.92137839612
UT,72079.87559040345
UT,74209.07712549111
UT,73601.15759475417
UT,71838.41234911483
UT,70610.3957210438
UT,71942.2979835165
UT,74235.76757607954
UT,75185.25847486944
UT,73642.26103491701
UT,72944.13118211867
UT,74245.53698761755
UT,71928.08206125002
UT,71398.30013693734
UT,72767.59295049332
UT,73713.62086806871
UT,73366.96136120254
UT,73362.03333899868
UT,72873.05270597931
UT,71699.67109603816
UT,72533.82907620119
UT,72573.8043731627
UT,73023.77227100947
UT,72012.37691043706
UT,72587.59612183801
UT,74237.88568939954
UT,73942.49675886912
UT,72735.13480741208
UT,73453.85863664601
UT,72988.45771073918
UT,73481.16883054437
UT,72576.63606552343
UT,73371.78515641543
UT,73973.76131359095
UT,72747.33951239775
UT,73886.79462421282
UT,72362.45905554715
UT,72112.80922140779
UT,74341.2268914537
UT,73720.76227499475
UT,74336.85634608717
UT,73181.11933205287
UT,73982.60691741265
UT,74114.0573179402
UT,72019.4954714075
UT,73106.92876347761
UT,71919.97049933995
UT,73183.74296398099
UT,71616.81734164292
UT,73243.45056257045
UT,74048.8480727383
UT,74116.29183196859
UT,72122.5598560262
UT,73658.46113459003
UT,72836.08512656328
UT,73160.19673404131
UT,74904.39929421984
UT,71494.70920444952
UT,72980.00247996087
UT,72873.144171164007
UT,71665.64118171537
UT,72229.44810986648
UT,73503.73351507966
UT,73735.00377903222
UT,73067.8581513255
UT,72741.49842708388
UT,74122.94664310102
UT,73723.19909445413
UT,73850.22498158245
UT,73800.38440748952
UT,72674.43869498537
UT,72278.92807309898
UT,72738.06498406688
UT,73559.33579380634
UT,73512.7668946503
UT,72258.89704690521
UT,72566.8328886106
UT,72307.6190122655
UT,71441.755419775
UT,74620.39018476974
UT,72011.18040304442
UT,74157.54598770049
UT,72692.15802332055
UT,73513.14016548858
UT,71990.60730202436
UT,73592.10620378205
UT,72829.92611810671
UT,72893.03487548292
UT,74232.02788720538
UT,71920.34217453972
UT,71860.67054668632
UT,73498.48330948617
UT,74708.92730128729
UT,72444.84447106293
UT,72228.88815457834
UT,73763.56012233885
UT,72127.21181166798
UT,72709.43026020164
UT,74556.71312944531
UT,71058.07029592019
UT,72599.19839091235
UT,72944.11616705214
UT,72931.19171990757
UT,73354.37699392515
UT,73475.37341566868
UT,73507.182109896
UT,73391.66900867927
UT,74165.0907016262
UT,74406.78409320996
UT,73548.34375091558
UT,73234.8682689107
UT,74724.96951467467
UT,73184.93968966417
UT,71358.9498085493
UT,72830.98961228867
UT,74756.405267587
UT,74954.27749686388
UT,73502.05543916945
UT,72450.63411733184
UT,72652.6056787413
UT,71702.88666526481
UT,73298.53874864703
UT,73883.9276856038
UT,73802.37383846797
UT,74045.76273160546
UT,71812.94522373678
UT,72060.40852612903
UT,72796.2120742071
UT,74530.18473788234
UT,70570.1203244692
UT,73856.33857752674
UT,75763.30138366547
UT,73403.18526912016
UT,73039.69221085361
UT,73435.76948254756
UT,72171.42396511139
UT,74169.51518301578
UT,73272.48908290698
UT,72335.83467000739
UT,72110.66008561387
UT,72956.38546861526
UT,72412.64152468446
UT,73373.28432203001
UT,73287.27542490345
UT,73655.62194692562
UT,73417.1525375131
UT,71713.60057773479
UT,75017.92033042629
UT,73277.1188203608
UT,73514.85729487012
UT,75535.3556542103
UT,72751.09731256423
UT,72889.81337883286
UT,73400.64215587616
UT,73477.59649149676
UT,72928.7435222521
UT,73815.72337266745
UT,72506.39703183997
UT,73075.21671752566
UT,73735.12883576321
UT,69850.57480280753
UT,73081.89986539962
UT,72242.87583331396
UT,74928.88364324508
UT,74043.85232171486
UT,71923.56277682677
UT,72578.77408565352
UT,73512.02070040708
UT,73398.54077394506
UT,73818.56535800787
UT,72249.57983994596
UT,72578.70416432455
UT,73424.96723861883
UT,72193.5069671125
UT,72628.8453133063
UT,73117.09063085103
UT,73090.5569998054
UT,73482.61504681737
UT,72607.47292584265
UT,71744.36790806583
UT,72064.46877370575
UT,73951.75543539395
UT,73458.13039658414
UT,74696.7542118218
UT,73205.24314011312
UT,71739.75146219874
UT,72662.2789373598
UT,72118.84729975091
UT,71554.50802978026
UT,72269.87629251176
UT,74493.8000600048
UT,71104.10387974347
UT,73607.25798762232
UT,72411.4197684594
UT,71721.6812793946
UT,71443.66167599453
UT,74640.48737825378
UT,73383.35125228847
UT,72678.2845434814
UT,73940.34439576573
UT,73404.98873862783
UT,73645.5916543734
UT,73050.27898780502
UT,72843.13377611557
UT,72450.8401616292
UT,71959.78810346393
UT,73802.5446787191
UT,74106.64859631936
UT,73859.46741573907
UT,71757.58226547921
UT,71566.70467796603
UT,72420.34876920939
UT,73392.80702288686
UT,72430.91544234396
UT,72380.28965235277
UT,72036.90031564799
UT,72794.22770312133
UT,74404.29873838351
UT,73128.02798231889
UT,73787.92677214692
UT,75395.02730665608
UT,71563.51400413379
UT,74489.48463941508
UT,73200.32590509231
UT,73441.9620209528
UT,72446.89016635559
UT,74308.038899889
UT,72790.43216359372
UT,71150.48655364425
UT,73640.98753577167
UT,72684.78270400352
UT,73326.87790502148
UT,72399.99861672026
UT,72722.39534061814
UT,75556.3070786489
UT,71961.65209820565
UT,72299.9275232081
UT,72555.75892560674
UT,73680.15971112975
UT,71140.40109906849
UT,73317.45320559108
UT,73466.54570686336
UT,72436.63034407269
UT,73071.05133287127
UT,71933.47211889505
UT,72836.447055293
UT,72108.14315048014
UT,74896.09052545193
UT,72791.01127430181
UT,74327.80190852287
UT,72716.49479892322
UT,74022.28156239138
UT,71872.4487314465
UT,74232.98366527652
UT,74209.19369601384
UT,73874.00377738899
UT,72730.33097062643
UT,72740.37772565735
UT,71573.77742151343
UT,74978.97552219627
UT,73715.19109772194
UT,72688.27188941865
UT,73174.8511027095
UT,74444.74364606505
UT,73466.24310043175
UT,73183.35621077642
UT,73522.31299435579
UT,72911.68947748546
UT,72890.93813972564
UT,72893.44235324665
UT,72245.55027004633
UT,74984.22463172693
UT,73771.39201233152
UT,73567.97195826909
UT,71140.38989675089
UT,73604.29380144134
UT,73381.01132151423
UT,73206.03610643986
UT,73957.96272538182
UT,72173.77638439121
UT,73310.25242307768
UT,72953.73377832628
UT,73933.64011554321
UT,72209.35866504279
UT,71810.87614099075
UT,72110.51089498363
UT,71031.69178522559
UT,73035.26015532162
UT,73794.14407607744
UT,71254.82015695081
UT,73021.90949779168
UT,73147.81766096893
UT,71996.75308308486
UT,72515.32813545784
UT,72715.28885564629
UT,73408.72117340895
UT,71609.02222571851
UT,74181.1378193913
UT,73645.03270573035
UT,74392.16006385555
UT,75134.50221438409
UT,72841.13620295051
UT,73341.46634733694
UT,74900.4917029202
UT,74502.31438770934
UT,72605.57566815786
UT,75115.57232846708
UT,72157.48063726274
UT,70625.01780248787
UT,74712.17587978573
UT,73776.6395660596
UT,71191.13485845234
UT,71347.21908918025
UT,71836.21186782421
UT,73109.24109442804
UT,72752.19973439125
UT,73502.46691487942
UT,73150.01844298962
UT,72637.66972075873
UT,72879.37008373332
UT,73133.47206854842
UT,73516.93417921448
UT,74694.70344833854
UT,73619.25188647425
UT,74309.11830093096
UT,72111.44348156528
UT,73232.12545787604
UT,72164.52332719165
UT,72942.27097033066
UT,72991.62726724398
UT,72111.93510684364
UT,72975.20410562982
UT,72779.94725969314
UT,74100.04432581125
UT,73088.61063045301
UT,70883.54586134401
UT,73472.22184996364
UT,73362.4860830751
UT,72655.71032415751
UT,71253.74837571933
UT,70908.60070381452
UT,73251.06143637086
UT,72138.9949739853
UT,72150.99396266736
UT,72855.13529224954
UT,73361.157476506
UT,73946.57320595343
UT,71446.15233237318
UT,73130.59785273473
UT,73899.31316910186
UT,75082.160718885
UT,73256.66937761454
UT,74420.89344463142
UT,73754.1204617999
UT,75046.72252774664
UT,73087.11090891223
UT,71687.14145899427
UT,71227.35551084082
UT,73464.48818184229
UT,72274.37991076573
UT,73447.68459376301
UT,72498.77539632283
UT,72661.1139086339
UT,72608.36669107193
UT,72034.78884677016
UT,71250.14117100382
UT,74627.96170407737
UT,71774.504185825
UT,73585.78686350687
UT,73126.53909831998
UT,73087.25032629617
UT,72078.00836174635
UT,72343.69395573273
UT,73721.06917696034
UT,72530.59935158132
UT,74259.68625601087
UT,73892.9524854327
UT,73697.16419820527
UT,73366.54057318352
UT,71098.9466845389
UT,71613.658095279
UT,74683.98177652938
UT,72411.52745239742
UT,72981.38424194862
UT,74021.24925627158
UT,73597.58882987019
UT,72510.24719956586
UT,73053.56787059114
UT,71761.32060750757
UT,73278.1000752012
UT,73292.50326922134
UT,71400.8232151204
UT,72393.8758642476
UT,73591.86753206888
UT,73702.82799597623
UT,73625.88140436875
UT,74075.68195427209
UT,72180.00595169717
UT,71589.22240835946
UT,73840.92051800918
UT,73151.83552614549
UT,73988.21149258094
UT,71449.51015354064
UT,73157.89175482214
UT,72176.86924222982
UT,71987.61808556016
UT,75225.10476325867
UT,72710.4860933167
UT,73597.13307001056
UT,72722.43239238297
UT,73996.86505990737
UT,72679.5921186021
UT,73669.56443993129
UT,72099.77080910724
UT,74065.92212856055
UT,72348.00048205921
UT,72970.89804361024
UT,74408.22034266022
UT,72162.30967911254
UT,71983.07787978995
UT,74219.12031947597
UT,72999.55956930445
UT,73564.32237558709
UT,72894.89022480146
UT,70607.53299463427
UT,72741.4425920156
UT,73724.3068648591
UT,74199.60273838554
UT,73421.90049550848
UT,73780.67839711737
UT,75515.71780321919
UT,73300.1680087411
UT,73210.38386502374
UT,71824.80134651724
UT,72535.14037116493
UT,70808.972868271
UT,73228.70033849617
UT,72790.46619258373
UT,72307.03253345694
UT,73264.18583883457
UT,73580.10881226839
UT,72439.52232569068
UT,73665.22651769315
UT,72619.21428074867
UT,74092.83061008144
UT,71995.17905569516
UT,73371.04025646372
UT,74142.09152545323
UT,71291.26874330247
UT,72923.0293538986
UT,75159.323577452
UT,74948.98594889397
UT,72293.46241345322
UT,73141.0032019294
UT,73388.17267167894
UT,72673.75344927725
UT,74672.87419387703
UT,74019.80172429328
UT,72714.84257483023
UT,72182.57555007556
UT,73420.16176377602
UT,72313.67969605434
UT,73581.79327856007
UT,72692.9315852135
UT,72465.25860195783
UT,73675.43377971348
UT,74635.05590572118
UT,73981.8808795444
UT,73867.32417593237
UT,73478.01980460063
UT,74098.07658013164
UT,73798.79937804447
UT,75196.76709607067
UT,71815.20514791543
UT,73347.23805733604
UT,73564.30547760086
UT,71783.3290351278
UT,72235.89203969533
UT,72555.74621845564
UT,72341.3755959025
UT,73918.48036462291
UT,71071.24556112048
UT,72670.58744901614
UT,72672.78322117952
UT,74558.12277901555
UT,71995.32196550231
UT,73122.85179568187
UT,73636.34184019221
UT,72594.59579315713
UT,72987.86869180178
UT,71112.89340095017
UT,74844.5930342643
UT,73507.74403532606
UT,72585.57859674405
UT,73602.66880955182
UT,72615.94562124755
UT,72142.54152622285
UT,72738.21598242778
UT,73922.00400923517
UT,72605.02410630992
UT,73860.03061888467
UT,70786.52906240436
UT,70784.17352466506
UT,71569.65012602064
UT,73703.2099590731
UT,73448.81817042972
UT,74231.102107317
UT,71563.17252062488
UT,72071.88265204261
UT,72690.2864851024
UT,74278.96740728631
UT,72552.08931677033
UT,73842.72641566354
UT,72137.46084574703
UT,73256.16029637789
UT,74624.02751677649
UT,72289.27877622221
UT,72847.73065519224
UT,71748.46471262099
UT,72402.7211050379
UT,72922.02218137949
UT,72676.76923999505
UT,75027.91804898997
UT,74227.27364604484
UT,72624.0870518679
UT,73223.5903826013
UT,72474.86962146743
UT,72331.37283165054
UT,72664.77466279118
UT,72825.26028242325
UT,73473.1264791363
UT,73203.95672236757
UT,74128.59891617065
UT,73449.35307510663
UT,74748.30140509615
UT,74374.88672894974
UT,73387.58102805832
UT,73754.24514670874
UT,73217.55649874984
UT,73595.478593857
UT,73291.5974028305
UT,70776.61314799203
UT,73770.42425816695
UT,73300.28280742666
UT,74384.85978661785
UT,72562.99865297873
UT,72645.86227982689
UT,73861.028121421
UT,72444.11675345646
UT,73282.2691254325
UT,73159.12312150383
UT,73047.72302188001
UT,73439.74549909115
UT,73256.9114338685
UT,72516.03316855755
UT,73708.77779629159
UT,73013.30837606304
UT,72872.9818904405
UT,74846.4946066485
UT,73484.48998105303
UT,74949.86072153535
UT,72920.14576348044
UT,73673.77633396818
UT,70742.33479684356
UT,73530.6567822154
UT,70946.86751353672
UT,74396.93371755499
UT,73140.44166047854
UT,75313.7480761698
UT,72945.42796610777
UT,72041.8026992889
UT,72576.74327477533
UT,72664.36294740107
UT,73716.46561017634
UT,73472.09137391821
UT,71811.58030085759
UT,72273.57312419255
UT,71961.59459971845
UT,73815.97568398251
UT,73147.02928268853
UT,72534.57330304645
UT,73409.53665053294
UT,73372.15170316209
UT,71697.56146312405
UT,73082.08735320871
UT,72274.06290133003
UT,71415.12135592962
UT,73349.72027329139
UT,70422.06958826524
UT,72410.71857862358
UT,72396.48225571327
UT,72518.6181743203
UT,73263.69250759995
UT,73803.3199692379
UT,72010.67295624067
UT,72605.77849428679
UT,73295.77229938978
UT,73786.44903805817
UT,72667.48740717322
UT,71584.32574954531
UT,73230.7311833231
UT,72572.749982516
UT,73286.68552066124
UT,73833.62952596904
UT,74067.51737542219
UT,73332.27473100895
UT,71908.79004722029
UT,72852.86389826293
UT,72602.0756455271
UT,71937.16092357432
UT,73049.65396932475
UT,72717.6214478217
UT,73695.93651470529
UT,71910.45379359978
UT,73120.54283931271
UT,72171.96539983488
UT,74126.55208877308
UT,72488.59514019231
UT,73118.82302135525
UT,73235.273996564
UT,72564.56582903238
UT,72016.92921549841
UT,74712.16736286554
UT,72920.22908226709
UT,73599.72774801875
UT,72656.99836872295
UT,74006.97205347095
UT,73052.80750857995
UT,74112.63858367977
UT,71191.68404630023
UT,74237.61611640765
UT,72666.12864561229
UT,72517.2314747333
UT,73491.60224329634
UT,71931.84957525216
UT,75081.17475784484
UT,73866.97942311811
UT,73245.50936175844
UT,72450.75310384227
UT,73940.753068852
UT,73583.60500881835
UT,73866.34381972867
UT,73107.92840611281
UT,72570.8938152654
UT,73458.95498576286
UT,72440.27483490104
UT,73630.42883715415
UT,72402.94325491322
UT,71373.20999892363
UT,72103.79435762356
UT,73683.66935518036
UT,72523.26218145146
UT,72619.17254163625
UT,73824.76680412007
UT,72102.96314030062
UT,71646.08590687721
UT,71782.96827920384
UT,72841.88125242031
UT,73924.85722782588
UT,72573.55145683538
UT,73127.98108008831
UT,72387.24313671284
UT,72859.27927397692
UT,73246.39652686038
UT,73296.1061170251
UT,74947.33531358892
UT,73749.88404819845
UT,71627.25921539114
UT,72231.11548734375
UT,72593.39564130991
UT,70640.94770181998
UT,72372.53239477742
UT,71914.05117285225
UT,72559.39162907391
UT,70970.7877175478
UT,72935.24129363536
UT,73559.15887401055
UT,71918.9371342119
UT,72577.65083007973
UT,73801.4241854735
UT,76716.4241373408
UT,71818.29969767033
UT,72172.98844590077
UT,74230.40508511191
UT,72584.18316745765
UT,73274.18602575341
UT,73242.54716781132
UT,73688.20072770918
UT,72994.91060240075
UT,73575.41590220219
UT,73858.26646344108
UT,72400.02810763179
UT,72851.05255558448
UT,70865.38653979411
UT,74124.86943298568
UT,73317.48694151719
UT,72147.49212805244
UT,73200.88084962653
UT,72343.99809751274
UT,71806.27647898086
UT,72678.91882313143
UT,72357.4665270968
UT,71935.64543630985
UT,70906.62790833443
UT,73262.16259095786
UT,74969.93983735937
UT,71897.16181664466
UT,70931.92184277682
UT,73803.75170927639
UT,74945.50828306162
UT,72625.194834016
UT,72001.68515273683
UT,72509.96902874051
UT,72703.57389056396
UT,73081.03136587563
UT,73353.77853097745
UT,72583.08445095397
UT,73562.18562962943
UT,74320.2737234327
UT,74099.22791716723
UT,71968.1147150698
UT,72858.88792855208
UT,72571.0825838705
UT,72777.14177366346
UT,72464.95745416562
UT,73168.83537886088
UT,73744.13086860094
UT,72827.08404714508
UT,72520.99618238036
UT,73027.64313548582
UT,73523.54064577888
UT,71836.54310705402
UT,73810.06020507248
UT,73829.73369698095
UT,72734.39644190086
UT,71909.82985162523
UT,74352.03680876698
UT,72986.61516104134
UT,75851.51986939048
UT,73619.68722553644
UT,73753.49524553555
UT,71845.5108030566
UT,74928.94777518741
UT,73687.53345823273
UT,73216.42091487181
UT,73536.24304130215
UT,72545.2461512386
UT,73235.50014551386
UT,72163.84421478337
UT,73205.19136718047
UT,72725.54512625796
UT,73234.08527493861
UT,73008.625451255
UT,73012.50783620306
UT,75073.62785798652
UT,72944.57112432347
UT,73025.93398841818
UT,73565.54493422697
UT,74288.44030676734
UT,73812.21256620507
UT,72413.04987851532
UT,73030.49345561101
UT,74623.0000328966
UT,73013.77693778102
UT,72536.1894854349
UT,73004.35452156106
UT,72675.48915796685
UT,72256.5196889701
UT,73310.63669159278
UT,71342.59286132519
UT,74269.35455530229
UT,72787.51859574602
UT,73766.41423160754
UT,72697.81819469671
UT,73659.01387472684
UT,71933.6162037146
UT,73626.63907189942
UT,74449.86822571799
UT,72696.89169328386
UT,73591.4548159134
UT,70426.08073332687
UT,73434.18196511123
UT,74298.34941597191
UT,73626.18331959327
UT,72682.36541578463
UT,73385.21035510913
UT,72987.14826903956
UT,71905.315503791
UT,74407.00195848443
UT,75541.40394988624
UT,71575.69487337733
UT,73965.88297821755
UT,73200.88930445591
UT,72903.79695532902
UT,73018.01430094024
UT,73392.54857264775
UT,72309.47831599027
UT,71877.08389251454
UT,73226.41119694745
UT,73163.75043264283
UT,72739.30162007788
UT,72129.89200420307
UT,73456.59697224497
UT,73475.19312957625
UT,72519.74830177482
UT,71233.87636425754
UT,73507.7460635036
UT,73024.71262096193
UT,73943.97836065383
UT,73389.18493036642
UT,74691.15319351888
UT,74055.10170791316
UT,73538.02465527954
UT,73503.44306049221
UT,73410.10210117824
UT,72412.12842951524
UT,71343.17240241678
UT,74260.3467169573
UT,72184.99331021836
UT,74486.22377420207
UT,72381.81554268725
UT,74136.36685942316
UT,72797.02701452628
UT,72624.98705791608
UT,71583.7500400584
UT,74604.95035484617
UT,71647.43575322756
UT,73680.45321001396
UT,72291.45137220196
UT,73272.90278933314
UT,73028.55810060778
UT,73568.80636777758
UT,73337.94671059342
UT,73711.55503205508
UT,70196.7565594903
UT,73006.61577924066
UT,74098.08696639557
UT,73776.25754340287
UT,72983.2320719627
UT,74632.97414348717
UT,71494.93353040307
UT,71765.64826202884
UT,72632.79553598847
UT,71776.16829230294
UT,72682.66908375472
UT,71862.80455037631
UT,74443.83499543376
UT,72803.4619810572
UT,72729.88345298724
UT,73710.23948795386
UT,72949.31745630948
UT,71241.13153553972
UT,72424.96408123791
UT,72314.61796572321
UT,73587.10034942356
UT,71558.45112747671
UT,72275.15349460997
UT,71894.49823103828
UT,73161.58426653009
UT,72513.54884223778
UT,75729.27595312058
UT,73248.47539810561
UT,72617.49781001087
UT,72653.59374506134
UT,74524.19815360867
UT,71961.4515527628
UT,73545.50291127151
UT,72638.31899861041
UT,72786.56276776252
UT,72877.54494380008
UT,72656.44754716006
UT,73526.52082729591
UT,72735.13824061939
UT,71868.16054555785
UT,73633.83122246023
UT,73245.66604398214
UT,74643.81859305722
UT,73497.65356838005
UT,73241.15555429176
UT,74219.56944168008
UT,74028.6631330231
UT,73072.33454269246
UT,77257.00241969556
UT,72552.59446304903
UT,72876.1086703905
UT,72342.60159051466
UT,74032.51928866895
UT,73416.25038013866
UT,72172.69221792156
UT,71616.95970291932
UT,71629.07389162944
UT,71569.46368423523
UT,72561.98166723955
UT,73161.50570313762
UT,73319.15183013908
UT,71963.48236431304
UT,72641.95500994226
UT,73409.01710379617
UT,72300.90264478623
UT,73886.00777538495
UT,73808.12729196939
UT,74929.06367049042
UT,72909.64874337286
UT,73337.02305580571
UT,73562.87761902701
UT,73491.34231674924
UT,72164.01838435237
UT,74450.94069741489
UT,71501.65762187059
UT,74044.8004892711
UT,72563.42586212743
UT,70729.51536449205
UT,71345.49531186622
UT,71934.92870084691
UT,74186.05112513092
UT,73374.40134105887
UT,72025.51370159721
UT,73471.2396233265
UT,73091.6670888593
UT,72337.13137947232
UT,72683.20336136865
UT,72225.195949757
UT,73878.0205294824
UT,73085.81798523481
UT,72950.3619351444
UT,72932.73592117494
UT,73600.28874151615
UT,72200.22023498542
UT,74571.8467234315
UT,73030.5405182411
UT,73201.78256528974
UT,71323.02949044164
UT,71762.52594909062
UT,73815.59033308351
UT,74066.64787771394
UT,74556.85609651847
UT,73409.22562683951
UT,72787.88459054191
UT,73138.87241983865
UT,75573.82517191586
UT,74625.41424727441
UT,72648.2433153253
UT,75322.31706702085
UT,73159.25816828437
UT,74244.85930534462
UT,73081.36514997274
UT,72663.48250044655
UT,72305.43138605762
UT,73421.54661981865
UT,72015.56351297001
UT,72527.81435059184
UT,73457.45942503432
UT,74168.52255851036
UT,71363.39038622122
UT,72878.63654536652
UT,74054.06863543075
UT,73997.01977244005
UT,75024.27703885644
UT,73519.72964396872
UT,72962.73517420297
UT,71971.36685439126
UT,74754.75273775878
UT,71735.01804494746
UT,72542.58965947406
UT,72965.99580207474
UT,72913.94525044967
UT,73713.03622352864
UT,72181.45668473917
UT,72156.08112372833
UT,73505.84380856034
UT,72320.35554410618
UT,73898.31981548267
UT,73747.21281425857
UT,71467.08253478739
UT,72515.23524353204
UT,73279.92605604396
UT,74388.08885079344
UT,73462.66676366254
UT,72488.26774551324
UT,73607.61307551933
UT,70967.01343555325
UT,72628.2017212363
UT,72572.10925549181
UT,72930.43941401089
UT,73717.9116844861
UT,72105.83140186853
UT,72564.24119831622
UT,73782.37318523496
UT,74595.6087778375
UT,74563.57865144024
UT,70897.87195816512
UT,73482.39124157255
UT,74375.76591109378
UT,73088.37556307927
UT,74533.58550399718
UT,75049.68641367876
UT,72527.71634761286
UT,72501.84064509338
UT,74320.98687646133
UT,73338.01055103682
UT,73843.09754457472
UT,72162.29983706807
UT,71275.29647332746
UT,72624.40276323339
UT,72495.55341382363
UT,73763.52548180419
UT,73797.59450748884
UT,73767.17006482043
UT,73470.93696021882
UT,72574.20452561273
UT,72193.16683931113
UT,74604.40893779343
