id,word,color,condition,reaction_time
3,blue,blue,congruent,394.0272602308975
3,blue,blue,congruent,390.7558435403379
3,blue,blue,congruent,412.2357102797936
3,yellow,yellow,congruent,389.83578968004724
3,yellow,yellow,congruent,414.5947052407393
3,yellow,yellow,congruent,413.36741277659155
3,red,green,incongruent,407.7468532029166
3,red,blue,incongruent,415.61411099930575
3,red,yellow,incongruent,440.2740288671119
3,green,red,incongruent,415.7243181753467
3,green,blue,incongruent,410.50978995544455
3,green,yellow,incongruent,398.55403484266833
3,blue,red,incongruent,415.3623658053464
3,blue,green,incongruent,422.6483925133031
3,blue,yellow,incongruent,413.6292722174908
3,yellow,red,incongruent,430.7480995335898
3,yellow,green,incongruent,420.83684286144603
3,yellow,blue,incongruent,434.3760869609903
4,red,red,congruent,394.998139144694
4,red,red,congruent,415.3597746280334
4,red,red,congruent,392.4327712935727
4,green,green,congruent,415.6437710521531
4,green,green,congruent,401.4742304786413
4,green,green,congruent,381.67427211734315
4,blue,blue,congruent,396.8003641275072
4,blue,blue,congruent,397.4091801657021
4,blue,blue,congruent,407.94300157205674
4,yellow,yellow,congruent,391.0764052166327
4,yellow,yellow,congruent,413.8647776823985
4,yellow,yellow,congruent,405.2579551126623
4,red,green,incongruent,426.5341659436581
4,red,blue,incongruent,409.0739231108045
4,red,yellow,incongruent,421.8335895532259
4,green,red,incongruent,435.5989222482661
4,green,blue,incongruent,410.1457526928056
4,green,yellow,incongruent,410.4487456593696
4,blue,red,incongruent,410.8248458048695
4,blue,green,incongruent,420.49324068158563
4,blue,yellow,incongruent,419.34403708807304
4,yellow,red,incongruent,407.2358898854998
4,yellow,green,incongruent,421.42636482231774
4,yellow,blue,incongruent,422.9187007325601
5,red,red,congruent,405.2304763727301
5,red,red,congruent,390.101068194092
5,red,red,congruent,392.2405948549978
5,green,green,congruent,398.1741707856344
5,green,green,congruent,410.3812283020902
5,green,green,congruent,411.0967846500463
5,blue,blue,congruent,409.09716479063036
5,blue,blue,congruent,405.2597471431573
5,blue,blue,congruent,394.61492275865436
5,yellow,yellow,congruent,384.6954251817455
5,yellow,yellow,congruent,409.1647167803071
5,yellow,yellow,congruent,395.4750967333856
5,red,green,incongruent,409.43902210574277
5,red,blue,incongruent,409.3438666573326
5,red,yellow,incongruent,410.75170669243346
5,green,red,incongruent,417.2013396743248
5,green,blue,incongruent,413.63635092180147
5,green,yellow,incongruent,428.42011725988266
5,blue,red,incongruent,425.0545459602597
5,blue,green,incongruent,423.0465670615465
5,blue,yellow,incongruent,431.0438358857209
5,yellow,red,incongruent,408.6821145301348
5,yellow,green,incongruent,424.44016195963286
5,yellow,blue,incongruent,430.52503688471654
6,red,red,congruent,400.24248441377995
6,red,red,congruent,394.3626752779547
6,red,red,congruent,393.37075253319637
6,green,green,congruent,393.103932003457
6,green,green,congruent,404.7697826528469
6,green,green,congruent,406.199145032697
6,blue,blue,congruent,394.36089387937096
6,blue,blue,congruent,418.3786469499797
6,blue,blue,congruent,395.6584233000076
6,yellow,yellow,congruent,402.5786411135802
6,yellow,yellow,congruent,386.9388210160001
6,yellow,yellow,congruent,395.41861748026616
6,red,green,incongruent,424.54072864640494
6,red,blue,incongruent,411.16876312630643
6,red,yellow,incongruent,401.86891801385514
6,green,red,incongruent,409.4534544467326
6,green,blue,incongruent,435.6204916934917
6,green,yellow,incongruent,427.0260694172178
6,blue,red,incongruent,406.21181782867853
6,blue,green,incongruent,409.565224929499
6,blue,yellow,incongruent,410.89542674314004
6,yellow,red,incongruent,394.3770125679994
6,yellow,green,incongruent,423.8920353980663
6,yellow,blue,incongruent,406.0584009203661
7,red,red,congruent,399.66686508711217
7,red,red,congruent,407.18266997032805
7,red,red,congruent,398.17717821744634
7,green,green,congruent,381.0385277413225
7,green,green,congruent,408.0070618762781
7,green,green,congruent,418.1171653815994
7,blue,blue,congruent,395.37101560982177
7,blue,blue,congruent,403.1173611094761
7,blue,blue,congruent,389.94264695437016
7,yellow,yellow,congruent,392.09751049666124
7,yellow,yellow,congruent,400.97671369131615
7,yellow,yellow,congruent,395.58384268332463
7,red,green,incongruent,419.88120722760175
7,red,blue,incongruent,410.96493995445667
7,red,yellow,incongruent,411.5156824549978
7,green,red,incongruent,425.7088232822068
7,green,blue,incongruent,411.45014016988694
7,green,yellow,incongruent,422.65179137055026
7,blue,red,incongruent,408.7417809959628
7,blue,green,incongruent,430.05025784559643
7,blue,yellow,incongruent,403.3343302699063
7,yellow,red,incongruent,415.21255898119716
7,yellow,green,incongruent,407.1944473078228
7,yellow,blue,incongruent,422.2320912630146
8,red,red,congruent,400.27835705298736
8,red,red,congruent,390.16333357477066
8,red,red,congruent,393.0088785246712
8,green,green,congruent,407.34151545966836
8,green,green,congruent,407.9376055311835
8,green,green,congruent,381.1461499448418
8,blue,blue,congruent,398.3273789223074
8,blue,blue,congruent,427.79777453434957
8,blue,blue,congruent,410.61915603841373
8,yellow,yellow,congruent,390.17496534672244
8,yellow,yellow,congruent,406.93280748147333
8,yellow,yellow,congruent,407.18112234030366
8,red,green,incongruent,419.82196382104627
8,red,blue,incongruent,419.8806288449919
8,red,yellow,incongruent,415.18969051250275
8,green,red,incongruent,426.67107868928605
8,green,blue,incongruent,421.09461654803545
8,green,yellow,incongruent,409.1008215483528
8,blue,red,incongruent,428.16252680221044
8,blue,green,incongruent,399.98672057921436
8,blue,yellow,incongruent,436.7389318189097
8,yellow,red,incongruent,423.0191832673883
8,yellow,green,incongruent,407.27547997965223
8,yellow,blue,incongruent,420.751001056954
9,red,red,congruent,391.2465054565956
9,red,red,congruent,396.44567598314416
9,red,red,congruent,395.64814401078075
9,green,green,congruent,396.06664203625894
9,green,green,congruent,399.4313570784933
9,green,green,congruent,396.9883718325325
9,blue,blue,congruent,380.9704778608641
9,blue,blue,congruent,400.76553289963493
9,blue,blue,congruent,418.15158690555467
9,yellow,yellow,congruent,397.8284011558178
9,yellow,yellow,congruent,385.4485898366286
9,yellow,yellow,congruent,392.70894360680376
9,red,green,incongruent,423.50885269737756
9,red,blue,incongruent,432.1809375811525
9,red,yellow,incongruent,416.7320285102188
9,green,red,incongruent,415.5276895551079
9,green,blue,incongruent,417.3903529848798
9,green,yellow,incongruent,407.48295860945086
9,blue,red,incongruent,407.2107467000342
9,blue,green,incongruent,410.7004656845674
9,blue,yellow,incongruent,431.724123851252
9,yellow,red,incongruent,413.6269241409182
9,yellow,green,incongruent,415.3319561748049
9,yellow,blue,incongruent,413.93083596247254
10,red,red,congruent,415.6595338291711
10,red,red,congruent,418.21957748528996
10,red,red,congruent,386.21683959317346
10,green,green,congruent,396.8217295628256
10,green,green,congruent,411.5930121763648
10,green,green,congruent,397.96113945609744
10,blue,blue,congruent,402.85272256961775
10,blue,blue,congruent,396.2399348346975
10,blue,blue,congruent,399.5014200912107
10,yellow,yellow,congruent,383.88605376971555
10,yellow,yellow,congruent,396.38249070503457
10,yellow,yellow,congruent,393.901019587026
10,red,green,incongruent,431.61392106212236
10,red,blue,incongruent,428.3762548061097
10,red,yellow,incongruent,415.43806022233895
10,green,red,incongruent,422.8282927326129
10,green,blue,incongruent,420.57654364499757
10,green,yellow,incongruent,401.18387221722094
10,blue,red,incongruent,408.06096728079496
10,blue,green,incongruent,407.23747038913393
10,blue,yellow,incongruent,421.30590939003514
10,yellow,red,incongruent,433.67310058033615
10,yellow,green,incongruent,407.74186541569844
10,yellow,blue,incongruent,427.3322452749638
11,red,red,congruent,410.5502599921095
11,red,red,congruent,391.9978520454308
11,red,red,congruent,402.61243485143007
11,green,green,congruent,378.19625175809654
11,green,green,congruent,386.1716452016176
11,green,green,congruent,405.3020232216095
11,blue,blue,congruent,397.66902023588574
11,blue,blue,congruent,413.62361431556565
11,blue,blue,congruent,417.21444385464565
11,yellow,yellow,congruent,408.0599039378967
11,yellow,yellow,congruent,381.9278953575962
11,yellow,yellow,congruent,389.28181016799635
11,red,green,incongruent,435.7974424669787
11,red,blue,incongruent,421.6992815634513
11,red,yellow,incongruent,416.2013710792307
11,green,red,incongruent,419.31290878855924
11,green,blue,incongruent,400.7863683751312
11,green,yellow,incongruent,419.50258552436856
11,blue,red,incongruent,414.79641025495175
11,blue,green,incongruent,423.30033184802534
11,blue,yellow,incongruent,418.0953522744512
11,yellow,red,incongruent,421.99281363462137
11,yellow,green,incongruent,423.62577100065744
11,yellow,blue,incongruent,423.8869173988609
12,red,red,congruent,385.2425885890673
12,red,red,congruent,414.88051518548303
12,red,red,congruent,394.7061440356897
12,green,green,congruent,410.35062688983896
12,green,green,congruent,403.3798170207706
12,green,green,congruent,392.79211261058435
12,blue,blue,congruent,395.83658090630854
12,blue,blue,congruent,406.8984584771634
12,blue,blue,congruent,424.40377748138013
12,yellow,yellow,congruent,397.1781282384737
12,yellow,yellow,congruent,405.3888561047761
12,yellow,yellow,congruent,383.63715998344253
12,red,green,incongruent,418.88841690568756
12,red,blue,incongruent,410.46756730499135
12,red,yellow,incongruent,406.34646086203134
12,green,red,incongruent,428.6296000535736
12,green,blue,incongruent,413.71859062465984
12,green,yellow,incongruent,416.0238268530372
12,blue,red,incongruent,407.9034971557939
12,blue,green,incongruent,420.3541761498975
12,blue,yellow,incongruent,411.2489068894294
12,yellow,red,incongruent,422.56772297140094
12,yellow,green,incongruent,430.000012152132
12,yellow,blue,incongruent,431.7146085249683
13,red,red,congruent,406.39509481932964
13,red,red,congruent,389.87981536083123
13,red,red,congruent,394.6086180696046
13,green,green,congruent,386.9366158243736
13,green,green,congruent,409.8523824067787
13,green,green,congruent,402.07462226012296
13,blue,blue,congruent,391.28140286854784
13,blue,blue,congruent,403.7043475119363
13,blue,blue,congruent,385.818161383118
13,yellow,yellow,congruent,410.6637409176079
13,yellow,yellow,congruent,390.0876876757077
13,yellow,yellow,congruent,403.54197787017034
13,red,green,incongruent,423.905415766013
13,red,blue,incongruent,405.59144459019046
13,red,yellow,incongruent,422.17317730907934
13,green,red,incongruent,429.9261061115057
13,green,blue,incongruent,404.1575766640389
13,green,yellow,incongruent,412.57973558365717
13,blue,red,incongruent,435.3762305387816
13,blue,green,incongruent,417.88143703466454
13,blue,yellow,incongruent,402.8609260190621
13,yellow,red,incongruent,420.9211106751553
13,yellow,green,incongruent,400.80967115161064
13,yellow,blue,incongruent,417.2044259122461
14,red,red,congruent,407.4686969074946
14,red,red,congruent,412.5227408351227
14,red,red,congruent,392.00417961170734
14,green,green,congruent,393.09991738119004
14,green,green,congruent,406.1676023523586
14,green,green,congruent,399.8628567821875
14,blue,blue,congruent,402.72938566187355
14,blue,blue,congruent,393.0992348426084
14,blue,blue,congruent,395.60571901443814
14,yellow,yellow,congruent,401.0008905520076
14,yellow,yellow,congruent,404.67495357519243
14,yellow,yellow,congruent,389.2006767437184
14,red,green,incongruent,406.18086712433086
14,red,blue,incongruent,430.83660044530507
14,red,yellow,incongruent,421.22088359450737
14,green,red,incongruent,434.0820959326719
14,green,blue,incongruent,424.2460902826699
14,green,yellow,incongruent,402.4188976761247
14,blue,red,incongruent,422.1528425997675
14,blue,green,incongruent,416.91853098271093
14,blue,yellow,incongruent,411.64050627494254
14,yellow,red,incongruent,406.1232503303664
14,yellow,green,incongruent,416.94346609479936
14,yellow,blue,incongruent,408.2840428565895
15,red,red,congruent,404.28954905585374
15,red,red,congruent,385.58108329292264
15,red,red,congruent,400.5136584518952
15,green,green,congruent,400.78759683705186
15,green,green,congruent,394.6436012545239
15,green,green,congruent,394.8460967175043
15,blue,blue,congruent,393.4717602393047
15,blue,blue,congruent,406.2666509189461
15,blue,blue,congruent,379.5646128692637
15,yellow,yellow,congruent,382.3134928016421
15,yellow,yellow,congruent,404.47135082751794
15,yellow,yellow,congruent,392.1782853266577
15,red,green,incongruent,410.8795956709781
15,red,blue,incongruent,403.6579168053218
15,red,yellow,incongruent,421.52965109304154
15,green,red,incongruent,430.058180485503
15,green,blue,incongruent,408.17331685435835
15,green,yellow,incongruent,409.7054627598953
15,blue,red,incongruent,402.5969604810369
15,blue,green,incongruent,409.10416367884176
15,blue,yellow,incongruent,424.450714842915
15,yellow,red,incongruent,415.8237988421407
15,yellow,green,incongruent,398.2968351736334
15,yellow,blue,incongruent,431.22442978175644
16,red,red,congruent,388.6559075697678
16,red,red,congruent,385.07246676649964
16,red,red,congruent,398.62274415524126
16,green,green,congruent,397.3597884503634
16,green,green,congruent,393.5852891822414
16,green,green,congruent,409.69236501522715
16,blue,blue,congruent,387.03997909104146
16,blue,blue,congruent,390.9037999332295
16,blue,blue,congruent,389.2524386448665
16,yellow,yellow,congruent,395.66173807911605
16,yellow,yellow,congruent,406.2841665886456
16,yellow,yellow,congruent,416.8009385819711
16,red,green,incongruent,418.65839265546293
16,red,blue,incongruent,405.80504144723915
16,red,yellow,incongruent,421.5651666075959
16,green,red,incongruent,425.63617583761766
16,green,blue,incongruent,432.042308655845
16,green,yellow,incongruent,402.6503564808312
16,blue,red,incongruent,417.94193152015663
16,blue,green,incongruent,414.39912165322323
16,blue,yellow,incongruent,421.86739800597684
16,yellow,red,incongruent,438.68526263516986
16,yellow,green,incongruent,443.22644627238424
16,yellow,blue,incongruent,410.6160384197841
17,red,red,congruent,401.42314490234867
17,red,red,congruent,408.92853767063286
17,red,red,congruent,419.44576611030914
17,green,green,congruent,387.95972875943517
17,green,green,congruent,419.877415195377
17,green,green,congruent,398.6711057462935
17,blue,blue,congruent,404.32753204930947
17,blue,blue,congruent,425.2813964736937
17,blue,blue,congruent,399.88830120680194
17,yellow,yellow,congruent,392.06656921568
17,yellow,yellow,congruent,398.9277998347187
17,yellow,yellow,congruent,415.83709221601976
17,red,green,incongruent,397.62020897530124
17,red,blue,incongruent,437.2823635405517
17,red,yellow,incongruent,420.1975187178591
17,green,red,incongruent,428.30022248999023
17,green,blue,incongruent,441.9872735301486
17,green,yellow,incongruent,403.9996462128815
17,blue,red,incongruent,408.79126750327526
17,blue,green,incongruent,405.32955211046436
17,blue,yellow,incongruent,428.19960702565356
17,yellow,red,incongruent,400.8099945087828
17,yellow,green,incongruent,411.865765753304
17,yellow,blue,incongruent,414.10769483099256
18,red,red,congruent,416.19069022754496
18,red,red,congruent,409.9196972129033
18,red,red,congruent,388.2479956392485
18,green,green,congruent,392.300750526414
18,green,green,congruent,382.78952907555276
18,green,green,congruent,381.81276516548587
18,blue,blue,congruent,394.0272602308975
18,blue,blue,congruent,390.7558435403379
18,blue,blue,congruent,412.2357102797936
18,yellow,yellow,congruent,389.83578968004724
18,yellow,yellow,congruent,414.5947052407393
18,yellow,yellow,congruent,413.36741277659155
18,red,green,incongruent,407.7468532029166
18,red,blue,incongruent,415.61411099930575
18,red,yellow,incongruent,440.2740288671119
18,green,red,incongruent,415.7243181753467
18,green,blue,incongruent,410.50978995544455
18,green,yellow,incongruent,398.55403484266833
18,blue,red,incongruent,415.3623658053464
18,blue,green,incongruent,422.6483925133031
18,blue,yellow,incongruent,413.6292722174908
18,yellow,red,incongruent,430.7480995335898
18,yellow,green,incongruent,420.83684286144603
18,yellow,blue,incongruent,434.3760869609903
19,red,red,congruent,394.998139144694
19,red,red,congruent,415.3597746280334
19,red,red,congruent,392.4327712935727
19,green,green,congruent,415.6437710521531
19,green,green,congruent,401.4742304786413
19,green,green,congruent,381.67427211734315
19,blue,blue,congruent,396.8003641275072
19,blue,blue,congruent,397.4091801657021
19,blue,blue,congruent,407.94300157205674
19,yellow,yellow,congruent,391.0764052166327
19,yellow,yellow,congruent,413.8647776823985
19,yellow,yellow,congruent,405.2579551126623
19,red,green,incongruent,426.5341659436581
19,red,blue,incongruent,409.0739231108045
19,red,yellow,incongruent,421.8335895532259
19,green,red,incongruent,435.5989222482661
19,green,blue,incongruent,410.1457526928056
19,green,yellow,incongruent,410.4487456593696
19,blue,red,incongruent,410.8248458048695
19,blue,green,incongruent,420.49324068158563
19,blue,yellow,incongruent,419.34403708807304
19,yellow,red,incongruent,407.2358898854998
19,yellow,green,incongruent,421.42636482231774
19,yellow,blue,incongruent,422.9187007325601
20,red,red,congruent,405.2304763727301
20,red,red,congruent,390.101068194092
20,red,red,congruent,392.2405948549978
20,green,green,congruent,398.1741707856344
20,green,green,congruent,410.3812283020902
20,green,green,congruent,411.0967846500463
20,blue,blue,congruent,409.09716479063036
20,blue,blue,congruent,405.2597471431573
20,blue,blue,congruent,394.61492275865436
20,yellow,yellow,congruent,384.6954251817455
20,yellow,yellow,congruent,409.1647167803071
20,yellow,yellow,congruent,395.4750967333856
20,red,green,incongruent,409.43902210574277
20,red,blue,incongruent,409.3438666573326
20,red,yellow,incongruent,410.75170669243346
20,green,red,incongruent,417.2013396743248
20,green,blue,incongruent,413.63635092180147
20,green,yellow,incongruent,428.42011725988266
20,blue,red,incongruent,425.0545459602597
20,blue,green,incongruent,423.0465670615465
20,blue,yellow,incongruent,431.0438358857209
20,yellow,red,incongruent,408.6821145301348
20,yellow,green,incongruent,424.44016195963286
20,yellow,blue,incongruent,430.52503688471654
21,red,red,congruent,400.24248441377995
21,red,red,congruent,394.3626752779547
21,red,red,congruent,393.37075253319637
21,green,green,congruent,393.103932003457
21,green,green,congruent,404.7697826528469
21,green,green,congruent,406.199145032697
21,blue,blue,congruent,394.36089387937096
21,blue,blue,congruent,418.3786469499797
21,blue,blue,congruent,395.6584233000076
21,yellow,yellow,congruent,402.5786411135802
21,yellow,yellow,congruent,386.9388210160001
21,yellow,yellow,congruent,395.41861748026616
21,red,green,incongruent,424.54072864640494
21,red,blue,incongruent,411.16876312630643
21,red,yellow,incongruent,401.86891801385514
21,green,red,incongruent,409.4534544467326
21,green,blue,incongruent,435.6204916934917
21,green,yellow,incongruent,427.0260694172178
21,blue,red,incongruent,406.21181782867853
21,blue,green,incongruent,409.565224929499
21,blue,yellow,incongruent,410.89542674314004
21,yellow,red,incongruent,394.3770125679994
21,yellow,green,incongruent,423.8920353980663
21,yellow,blue,incongruent,406.0584009203661
22,red,red,congruent,399.66686508711217
22,red,red,congruent,407.18266997032805
22,red,red,congruent,398.17717821744634
22,green,green,congruent,381.0385277413225
22,green,green,congruent,408.0070618762781
22,green,green,congruent,418.1171653815994
22,blue,blue,congruent,395.37101560982177
22,blue,blue,congruent,403.1173611094761
22,blue,blue,congruent,389.94264695437016
22,yellow,yellow,congruent,392.09751049666124
22,yellow,yellow,congruent,400.97671369131615
22,yellow,yellow,congruent,395.58384268332463
22,red,green,incongruent,419.88120722760175
22,red,blue,incongruent,410.96493995445667
22,red,yellow,incongruent,411.5156824549978
22,green,red,incongruent,425.7088232822068
22,green,blue,incongruent,411.45014016988694
22,green,yellow,incongruent,422.65179137055026
22,blue,red,incongruent,408.7417809959628
22,blue,green,incongruent,430.05025784559643
22,blue,yellow,incongruent,403.3343302699063
22,yellow,red,incongruent,415.21255898119716
22,yellow,green,incongruent,407.1944473078228
22,yellow,blue,incongruent,422.2320912630146
23,red,red,congruent,400.27835705298736
23,red,red,congruent,390.16333357477066
23,red,red,congruent,393.0088785246712
23,green,green,congruent,407.34151545966836
23,green,green,congruent,407.9376055311835
23,green,green,congruent,381.1461499448418
23,blue,blue,congruent,398.3273789223074
23,blue,blue,congruent,427.79777453434957
23,blue,blue,congruent,410.61915603841373
23,yellow,yellow,congruent,390.17496534672244
23,yellow,yellow,congruent,406.93280748147333
23,yellow,yellow,congruent,407.18112234030366
23,red,green,incongruent,419.82196382104627
23,red,blue,incongruent,419.8806288449919
23,red,yellow,incongruent,415.18969051250275
23,green,red,incongruent,426.67107868928605
23,green,blue,incongruent,421.09461654803545
23,green,yellow,incongruent,409.1008215483528
23,blue,red,incongruent,428.16252680221044
23,blue,green,incongruent,399.98672057921436
23,blue,yellow,incongruent,436.7389318189097
23,yellow,red,incongruent,423.0191832673883
23,yellow,green,incongruent,407.27547997965223
23,yellow,blue,incongruent,420.751001056954
24,red,red,congruent,391.2465054565956
24,red,red,congruent,396.44567598314416
24,red,red,congruent,395.64814401078075
24,green,green,congruent,396.06664203625894
24,green,green,congruent,399.4313570784933
24,green,green,congruent,396.9883718325325
24,blue,blue,congruent,380.9704778608641
24,blue,blue,congruent,400.76553289963493
24,blue,blue,congruent,418.15158690555467
24,yellow,yellow,congruent,397.8284011558178
24,yellow,yellow,congruent,385.4485898366286
24,yellow,yellow,congruent,392.70894360680376
24,red,green,incongruent,423.50885269737756
24,red,blue,incongruent,432.1809375811525
24,red,yellow,incongruent,416.7320285102188
24,green,red,incongruent,415.5276895551079
24,green,blue,incongruent,417.3903529848798
24,green,yellow,incongruent,407.48295860945086
24,blue,red,incongruent,407.2107467000342
24,blue,green,incongruent,410.7004656845674
24,blue,yellow,incongruent,431.724123851252
24,yellow,red,incongruent,413.6269241409182
24,yellow,green,incongruent,415.3319561748049
24,yellow,blue,incongruent,413.93083596247254
25,red,red,congruent,415.6595338291711
25,red,red,congruent,418.21957748528996
25,red,red,congruent,386.21683959317346
25,green,green,congruent,396.8217295628256
25,green,green,congruent,411.5930121763648
25,green,green,congruent,397.96113945609744
25,blue,blue,congruent,402.85272256961775
25,blue,blue,congruent,396.2399348346975
25,blue,blue,congruent,399.5014200912107
25,yellow,yellow,congruent,383.88605376971555
25,yellow,yellow,congruent,396.38249070503457
25,yellow,yellow,congruent,393.901019587026
25,red,green,incongruent,431.61392106212236
25,red,blue,incongruent,428.3762548061097
25,red,yellow,incongruent,415.43806022233895
25,green,red,incongruent,422.8282927326129
25,green,blue,incongruent,420.57654364499757
25,green,yellow,incongruent,401.18387221722094
25,blue,red,incongruent,408.06096728079496
25,blue,green,incongruent,407.23747038913393
25,blue,yellow,incongruent,421.30590939003514
25,yellow,red,incongruent,433.67310058033615
25,yellow,green,incongruent,407.74186541569844
25,yellow,blue,incongruent,427.3322452749638
26,red,red,congruent,410.5502599921095
26,red,red,congruent,391.9978520454308
26,red,red,congruent,402.61243485143007
26,green,green,congruent,378.19625175809654
26,green,green,congruent,386.1716452016176
26,green,green,congruent,405.3020232216095
26,blue,blue,congruent,397.66902023588574
26,blue,blue,congruent,413.62361431556565
26,blue,blue,congruent,417.21444385464565
26,yellow,yellow,congruent,408.0599039378967
26,yellow,yellow,congruent,381.9278953575962
26,yellow,yellow,congruent,389.28181016799635
26,red,green,incongruent,435.7974424669787
26,red,blue,incongruent,421.6992815634513
26,red,yellow,incongruent,416.2013710792307
26,green,red,incongruent,419.31290878855924
26,green,blue,incongruent,400.7863683751312
26,green,yellow,incongruent,419.50258552436856
26,blue,red,incongruent,414.79641025495175
26,blue,green,incongruent,423.30033184802534
26,blue,yellow,incongruent,418.0953522744512
26,yellow,red,incongruent,421.99281363462137
26,yellow,green,incongruent,423.62577100065744
26,yellow,blue,incongruent,423.8869173988609
27,red,red,congruent,385.2425885890673
27,red,red,congruent,414.88051518548303
27,red,red,congruent,394.7061440356897
27,green,green,congruent,410.35062688983896
27,green,green,congruent,403.3798170207706
27,green,green,congruent,392.79211261058435
27,blue,blue,congruent,395.83658090630854
27,blue,blue,congruent,406.8984584771634
27,blue,blue,congruent,424.40377748138013
27,yellow,yellow,congruent,397.1781282384737
27,yellow,yellow,congruent,405.3888561047761
27,yellow,yellow,congruent,383.63715998344253
27,red,green,incongruent,418.88841690568756
27,red,blue,incongruent,410.46756730499135
27,red,yellow,incongruent,406.34646086203134
27,green,red,incongruent,428.6296000535736
27,green,blue,incongruent,413.71859062465984
27,green,yellow,incongruent,416.0238268530372
27,blue,red,incongruent,407.9034971557939
27,blue,green,incongruent,420.3541761498975
27,blue,yellow,incongruent,411.2489068894294
27,yellow,red,incongruent,422.56772297140094
27,yellow,green,incongruent,430.000012152132
27,yellow,blue,incongruent,431.7146085249683
28,red,red,congruent,406.39509481932964
28,red,red,congruent,389.87981536083123
28,red,red,congruent,394.6086180696046
28,green,green,congruent,386.9366158243736
28,green,green,congruent,409.8523824067787
28,green,green,congruent,402.07462226012296
28,blue,blue,congruent,391.28140286854784
28,blue,blue,congruent,403.7043475119363
28,blue,blue,congruent,385.818161383118
28,yellow,yellow,congruent,410.6637409176079
28,yellow,yellow,congruent,390.0876876757077
28,yellow,yellow,congruent,403.54197787017034
28,red,green,incongruent,423.905415766013
28,red,blue,incongruent,405.59144459019046
28,red,yellow,incongruent,422.17317730907934
28,green,red,incongruent,429.9261061115057
28,green,blue,incongruent,404.1575766640389
28,green,yellow,incongruent,412.57973558365717
28,blue,red,incongruent,435.3762305387816
28,blue,green,incongruent,417.88143703466454
28,blue,yellow,incongruent,402.8609260190621
28,yellow,red,incongruent,420.9211106751553
28,yellow,green,incongruent,400.80967115161064
28,yellow,blue,incongruent,417.2044259122461
29,red,red,congruent,407.4686969074946
29,red,red,congruent,412.5227408351227
29,red,red,congruent,392.00417961170734
29,green,green,congruent,393.09991738119004
29,green,green,congruent,406.1676023523586
29,green,green,congruent,399.8628567821875
29,blue,blue,congruent,402.72938566187355
29,blue,blue,congruent,393.0992348426084
29,blue,blue,congruent,395.60571901443814
29,yellow,yellow,congruent,401.0008905520076
29,yellow,yellow,congruent,404.67495357519243
29,yellow,yellow,congruent,389.2006767437184
29,red,green,incongruent,406.18086712433086
29,red,blue,incongruent,430.83660044530507
29,red,yellow,incongruent,421.22088359450737
29,green,red,incongruent,434.0820959326719
29,green,blue,incongruent,424.2460902826699
29,green,yellow,incongruent,402.4188976761247
29,blue,red,incongruent,422.1528425997675
29,blue,green,incongruent,416.91853098271093
29,blue,yellow,incongruent,411.64050627494254
29,yellow,red,incongruent,406.1232503303664
29,yellow,green,incongruent,416.94346609479936
29,yellow,blue,incongruent,408.2840428565895
30,red,red,congruent,404.28954905585374
30,red,red,congruent,385.58108329292264
30,red,red,congruent,400.5136584518952
30,green,green,congruent,400.78759683705186
